Model,date,#Params (B),S_avg,S_pc1,mtype,open_R2,lic,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,C_FLOPs
EVA-UNIT-01/EVA-Qwen2.5-72B-v0.2,2024-11-27,72.706,44.22159602545703,46.43063473077911,finetuned,False,other,68.78837041272712,59.0667326828602,43.126888217522655,21.14093959731544,19.730729166666663,53.47591607565011,
ehristoforu/SoRu-0009,2024-11-27,0.494,6.300240741893716,5.754322657108517,finetuned,True,apache-2.0,25.81882737802365,5.137457620795654,2.114803625377644,1.45413870246085,0.6184895833333329,2.657727541371158,
cpayne1303/smallcp2024,2024-11-27,0.002,3.543848434170488,3.5145724554605096,pretrained,True,apache-2.0,15.819580934143628,3.118177558861132,0.5287009063444109,0.0,0.5333333333333328,1.263297872340425,
mlabonne/Hermes-3-Llama-3.1-70B-lorablated,2024-11-27,70.554,31.74585457101121,36.852618048989115,finetuned,False,(缺失),34.24436051897853,52.75007315730804,22.432024169184288,15.436241610738255,24.73255208333333,40.87987588652482,
CultriX/SeQwence-14B-EvolMerge,2024-11-27,14.766,38.018640895247245,40.89498906645386,merge,True,apache-2.0,53.81576439403007,50.780351477179785,36.70694864048338,17.4496644295302,20.26041666666666,49.09869976359338,
meditsolutions/Llama-3.2-SUN-1B-Instruct,2024-11-27,1.498,15.524297116936124,11.737779671745516,finetuned,True,llama3.2,64.12973133507981,9.183738602498956,7.099697885196375,0.0,4.053906250000002,8.678708628841607,
allenai/Llama-3.1-Tulu-3-8B,2024-11-28,8.03,26.260868015453667,23.111244107239884,chat,True,llama3.1,82.54697535871487,16.858052069402785,21.148036253776432,6.263982102908276,10.516927083333336,20.231235224586285,
voidful/smol-360m-ft,2024-11-28,0.362,4.78993024096286,4.9196190394532024,finetuned,True,apache-2.0,20.131030111216017,3.0227064431492727,0.8308157099697886,0.0,3.787239583333333,0.967789598108746,
zelk12/MT-Gen2-GI-gemma-2-9B,2024-11-28,10.159,34.7634808902102,33.739943504804195,merge,False,(缺失),79.13979352562313,44.00259101447648,22.05438066465257,13.422818791946312,12.673697916666669,37.28760342789598,
T145/Llama-3.1-8B-Zeus,2024-11-28,8.03,9.076440481991645,7.996995381264966,chat,False,(缺失),35.17611049792329,10.560807756832054,1.4350453172205435,2.0134228187919474,1.58125,3.692006501182032,
T145/Llama-3.1-8B-Instruct-Zeus,2024-11-28,8.03,29.649994293530643,26.442603490466617,chat,True,apache-2.0,79.41207108250552,31.388990728478277,19.561933534743204,6.823266219239373,8.569791666666662,32.14391252955083,
zelk12/MT-Merge2-MU-gemma-2-MTg2MT1g2-9B,2024-11-28,10.159,34.891868837941765,33.931472584425606,merge,False,(缺失),79.55945779420827,43.84019994693836,21.827794561933533,13.422818791946312,13.228645833333337,37.47229609929077,
ell44ot/gemma-2b-def,2024-11-28,1.546,8.12291928068411,8.680043273810183,pretrained,True,apache-2.0,26.93043347207632,4.586419628734295,2.416918429003021,3.1319910514541416,5.3109375000000005,6.3608156028368805,
MaziyarPanahi/calme-3.2-instruct-78b,2024-11-28,77.965,52.08138397879168,56.159389248462325,finetuned,False,other,80.62607215521483,62.6094432829016,40.33232628398791,20.3579418344519,38.52890624999999,70.03361406619385,
DreadPoor/WIP-Acacia-8B-Model_Stock,2024-11-28,8.03,26.72381960950896,25.778794011680308,merge,False,(缺失),62.46359659038019,31.162352922428383,16.691842900302113,7.494407158836691,12.122916666666663,30.40780141843972,
ashercn97/a1-v0.0.1,2024-11-28,7.616,21.57499066409029,23.68944957938129,finetuned,False,(缺失),21.98444571514692,32.75543224003656,21.45015105740181,8.165548098434002,9.930729166666667,35.163637706855795,
FlofloB/100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,2024-11-29,0.5,8.550830451075553,7.8433110576859555,pretrained,True,apache-2.0,30.83219191744571,7.347825006715015,4.078549848942599,2.572706935123044,0.9440104166666662,5.529698581560284,
mkxu/llama-3-8b-po1,2024-11-29,8.03,19.767002191701756,19.76404691662011,finetuned,False,(缺失),40.81149128756145,29.181758873323105,7.02416918429003,6.263982102908276,6.852083333333336,28.46852836879432,
PrimeIntellect/INTELLECT-1-Instruct,2024-11-29,10.211,1.4059110426100174,3.1895397126290845,chat,True,apache-2.0,0.0,1.7494478703137453,2.2658610271903323,0.0,3.7109375,0.7092198581560278,
ashercn97/a1-v002,2024-11-29,7.616,22.8816161973256,24.890484630765236,finetuned,True,apache-2.0,25.84631001298776,33.526527072476405,23.413897280966765,9.172259507829976,10.05625,35.274453309692674,
h2oai/h2o-danube3.1-4b-chat,2024-11-29,3.962,16.41212819519095,16.09932810779165,chat,True,apache-2.0,50.211217347748416,10.942062527495288,3.3232628398791544,4.697986577181204,10.202864583333335,19.09537529550828,
sabersaleh/Llama3,2024-11-29,8.03,17.458608830485915,18.678822232776696,finetuned,True,mit,33.20777758569484,26.70679448256402,5.664652567975831,8.05369127516779,7.101302083333334,24.017434988179662,
Qwen/QwQ-32B-Preview,2024-11-29,32.764,34.11985336826446,32.69747153164288,chat,True,apache-2.0,40.354370847130056,53.3876763517132,44.93957703927492,4.250559284116337,9.80703125,51.97990543735224,
zelk12/MT-Gen3-gemma-2-9B,2024-11-30,10.159,34.862851201023894,33.48846590312819,merge,False,(缺失),80.20142111818863,43.95064827244946,22.9607250755287,13.19910514541387,11.577604166666667,37.28760342789598,
sabersaleh/Llama2-7B-DPO,2024-11-30,7.0,7.558004575587002,9.777284612901031,finetuned,True,mit,14.533105493424117,9.362230727907605,1.5861027190332326,2.460850111856823,10.453906250000005,6.951832151300234,
Norquinal/Delta,2024-11-30,8.03,11.354799915155942,11.261079532486503,chat,False,(缺失),25.384202804115304,9.097511313782466,6.117824773413897,1.45413870246085,4.310937500000001,21.76418439716312,
Norquinal/Bravo,2024-11-30,8.03,13.664477714927273,14.395945103220976,chat,False,(缺失),30.24519386339357,10.654043944684554,5.740181268882175,4.250559284116329,7.458072916666668,23.63881501182033,
sabersaleh/Llama2-7B-CPO,2024-11-30,7.0,7.303190047047342,9.239123048684807,finetuned,True,mit,15.454881935486728,8.656016246266047,1.3595166163141994,2.348993288590602,9.269531250000002,6.730200945626476,
Norquinal/Golf,2024-11-30,8.03,13.926818361317824,14.105789743742132,chat,False,(缺失),35.33601953926692,9.89858882268834,5.362537764350453,5.369127516778524,4.750000000000002,22.844636524822693,
sabersaleh/Llama2-7B-IPO,2024-11-30,7.0,7.804715247914783,9.551669845466208,finetuned,True,mit,17.685518867715437,9.019805379879918,1.5861027190332326,2.348993288590602,9.328385416666668,6.859485815602836,
sabersaleh/Llama2-7B-SPO,2024-11-30,7.0,7.352632078107196,9.173491892000502,finetuned,True,mit,15.667207453999833,7.766130774573562,1.9637462235649543,3.5794183445190177,6.728385416666669,8.41090425531915,
sabersaleh/Llama2-7B-SimPO,2024-11-30,7.0,7.610783251808889,9.447342497071505,finetuned,True,mit,16.58643510330368,8.98121133440231,1.5861027190332326,2.796420581655479,8.587239583333334,7.127290189125294,
Norquinal/Foxtrot,2024-11-30,8.03,13.353623855929651,14.092021049464487,chat,False,(缺失),30.115316249772825,10.170272602468412,5.81570996978852,4.921700223713646,6.318750000000001,22.779994089834517,
Norquinal/Charlie,2024-11-30,8.03,13.162885018671323,13.358509980515636,chat,False,(缺失),30.609892862050472,9.860055463308887,5.81570996978852,2.796420581655479,6.644270833333335,23.25096040189125,
sabersaleh/Llama2-7B-KTO,2024-11-30,7.0,7.882716013659315,10.11787952176355,finetuned,True,mit,15.284999357260956,9.514963942405524,1.8882175226586104,2.348993288590602,11.187239583333335,7.071882387706856,
Norquinal/Hotel,2024-11-30,8.03,13.283271661420043,13.023507412548154,chat,False,(缺失),32.15113676157041,11.514936892426824,5.287009063444108,3.9149888143176734,2.869531250000001,23.96202718676123,
Norquinal/Alpha,2024-11-30,8.03,12.081123216031896,12.167010139298169,chat,False,(缺失),28.02951723648808,8.664581329003166,5.740181268882175,2.0134228187919474,5.785416666666667,22.25361997635934,
JackFram/llama-68m,2024-11-30,0.068,4.963339700174584,6.096247573031839,pretrained,True,apache-2.0,17.26341662344801,2.5910478068354776,0.6042296072507553,1.1185682326621946,6.607031250000001,1.595744680851063,
JackFram/llama-160m,2024-11-30,0.162,4.738129846796396,5.620140532726399,pretrained,True,apache-2.0,17.91036671586945,2.033606152852728,0.8308157099697886,1.5659955257270708,4.667708333333334,1.4202866430260035,
ehristoforu/HappyLlama1,2024-11-30,8.03,26.735379379762943,24.023987336736187,finetuned,True,apache-2.0,73.62686560548235,28.49977340708129,14.274924471299094,4.4742729306487705,11.252604166666664,28.283835697399525,
Qwen/Qwen2-0.5B,2024-11-30,0.494,7.224121473565234,7.863933030544887,pretrained,True,apache-2.0,18.73218615495773,7.918512040903256,2.643504531722054,1.45413870246085,4.601041666666668,7.99534574468085,3.6e+22
Dans-DiscountModels/mistral-7b-test-merged,2024-11-30,7.0,22.073339331094918,19.479276057411916,finetuned,True,apache-2.0,66.78003253589365,28.94100499482477,4.45619335347432,5.92841163310962,4.3578125000000005,21.976580969267136,
synergetic/FrankenQwen2.5-14B,2024-11-30,16.972,18.126546386620493,18.826425630636884,finetuned,False,(缺失),18.69472998311148,44.273555426330965,0.0,2.684563758389265,5.532552083333332,37.57387706855792,
Norquinal/Echo,2024-11-30,8.03,13.446736463673105,13.775345224933854,chat,False,(缺失),31.57909901284148,10.011495800063487,5.740181268882175,3.9149888143176734,6.155989583333335,23.278664302600472,
asharsha30/LLAMA_Harsha_8_B_ORDP_10k,2024-12-01,8.03,16.221361486666726,16.014313737743233,finetuned,True,apache-2.0,34.63909094535831,25.72567833858325,6.646525679758309,3.1319910514541416,7.07369791666667,20.111184988179662,
hotmailuser/Gemma2SimPO-27B,2024-12-01,27.227,36.43283421130692,36.251029820506105,merge,False,(缺失),72.22303488078299,49.15921945509655,28.172205438066467,14.429530201342288,14.148697916666668,40.46431737588653,
qingy2019/Qwen2.5-Math-14B-Instruct,2024-12-01,14.0,38.15392351928652,40.095893220994974,finetuned,True,apache-2.0,60.66259746361875,47.0170855041099,37.160120845921455,16.33109619686801,19.6328125,48.119828605200944,
zelk12/MT1-Gen3-gemma-2-9B,2024-12-01,10.159,34.739851169246734,33.50053069349229,merge,False,(缺失),79.5969139660545,43.99030612548967,22.432024169184288,13.19910514541387,12.007031250000002,37.21372635933806,
SultanR/SmolTulu-1.7b-Instruct,2024-12-01,1.711,16.331009858160883,12.703837164929904,chat,True,apache-2.0,65.4086712145995,12.25982971199621,7.930513595166164,2.572706935123044,1.920572916666666,7.893764775413713,
hotmailuser/Gemma2atlas-27B,2024-12-01,27.227,35.809591577124344,35.822846460571355,merge,True,apache-2.0,72.13560020744956,50.71327914306504,21.45015105740181,14.093959731543624,14.799739583333327,41.66481973995272,
SultanR/SmolTulu-1.7b-it-v0,2024-12-01,1.711,16.331009858160883,12.703837164929904,chat,True,apache-2.0,65.4086712145995,12.25982971199621,7.930513595166164,2.572706935123044,1.920572916666666,7.893764775413713,
mistralai/Ministral-8B-Instruct-2410,2024-12-01,8.02,24.185603139774845,22.534952249832237,chat,False,other,58.963993315513946,25.82477440941784,19.561933534743204,4.586129753914992,10.718750000000004,25.458037825059098,
T145/ZEUS-8B-V2,2024-12-01,8.03,30.143481455653376,26.77779640317851,chat,False,(缺失),80.29384255996311,31.605592775073944,21.6012084592145,6.935123042505594,8.24427083333333,32.18085106382979,
MTSAIR/Cotype-Nano,2024-12-01,1.544,13.8127563761264,12.504012824221928,finetuned,False,other,37.47922179816221,14.446870023241225,9.743202416918429,2.684563758389265,2.114583333333334,16.40809692671395,
hotmailuser/Gemma2Crono-27B,2024-12-02,27.227,36.28874920037128,37.07018068215257,merge,True,apache-2.0,70.86164709637096,50.10341199129857,24.24471299093656,16.10738255033557,16.05260416666667,40.36273640661938,
oxyapi/oxy-1-small,2024-12-02,14.77,36.10082946641055,37.4302105216054,finetuned,True,apache-2.0,62.44608749229821,41.1754471888895,36.027190332326285,16.21923937360179,16.28333333333333,44.45367907801419,
bunnycore/QwenMosaic-7B,2024-12-02,7.616,31.300371581101075,27.954476730836138,merge,False,(缺失),58.192152377912834,36.750519941741935,44.41087613293052,1.45413870246085,10.21484375,36.77969858156028,
experiment-llm/exp-3-q-r,2024-12-02,7.616,29.50441044971987,27.939013328003327,finetuned,True,apache-2.0,60.35785050333117,33.9949174008218,27.870090634441087,5.8165548098434,12.142708333333331,36.844341016548455,
TinyLlama/TinyLlama-1.1B-Chat-v0.1,2024-12-02,1.1,3.9575773348190606,4.557303627384179,finetuned,True,apache-2.0,14.78543597654224,3.3630106739393377,0.6042296072507553,0.0,3.9049479166666674,1.087839834515365,
hotmailuser/Gemma2magnum-27b,2024-12-02,27.227,32.46719676338319,35.91521731969022,merge,False,(缺失),50.50599077115387,46.10114598574725,22.05438066465257,18.008948545861294,18.17630208333333,39.95641252955083,
T145/ZEUS-8B-V2L1,2024-12-02,8.03,19.959332334959768,21.4717055590236,finetuned,False,(缺失),31.91886416929303,28.694208206551323,12.386706948640484,8.389261744966444,9.058072916666662,29.308880023640665,
meditsolutions/SmolLM2-MedIT-Upscale-2B,2024-12-02,2.114,15.922534280948163,12.385412883457313,finetuned,True,apache-2.0,64.29207835210575,10.514326138245686,5.589123867069486,1.9015659955257265,2.45390625,10.784205082742316,
DreadPoor/Matryoshka-8B-LINEAR,2024-12-02,8.03,29.825025523646488,28.504291715898844,merge,False,(缺失),72.62519005128615,35.110911704209016,17.522658610271904,9.395973154362418,12.45625,31.839169621749413,
qingy2019/Qwen2.5-Ultimate-14B-Instruct,2024-12-02,14.766,29.44018136092509,31.350603647247652,merge,False,(缺失),39.380177927897975,40.58060064469629,28.92749244712991,14.205816554809845,9.887500000000005,43.65950059101655,
ClaudioItaly/intelligence-cod-rag-7b-v3,2024-12-02,7.616,31.836966345244434,28.27751875844592,finetuned,True,mit,68.97820006471717,34.776158539494425,38.06646525679759,3.0201342281879207,10.675520833333335,35.50531914893617,
sabersalehk/Llama3-SimPO,2024-12-02,8.03,18.716097714176374,20.2009836533388,finetuned,True,mit,36.42014299835547,27.44856194235693,5.740181268882175,7.718120805369126,11.007552083333332,23.96202718676123,
DreadPoor/Mercury_In_Retrograde-8b-Model-Stock,2024-12-03,8.03,29.2612899751994,27.647682590377702,merge,False,(缺失),72.96240641497891,34.38486477258895,16.46525679758308,8.83668903803132,11.485677083333329,31.432845744680847,
qingy2019/Qwen2.5-Math-14B-Instruct-Pro,2024-12-03,14.766,20.249049077126084,21.480380441247195,finetuned,False,(缺失),19.216789230353243,33.03690414223814,28.3987915407855,8.165548098434002,4.25390625,28.422355200945624,
PrimeIntellect/INTELLECT-1,2024-12-03,10.211,4.016002158495076,4.466506283738141,pretrained,True,apache-2.0,17.57315035217667,1.043500157895444,0.0,0.0,4.1421875,1.337174940898345,6.000001e+22
qingy2019/Qwen2.5-Math-14B-Instruct-Alpha,2024-12-03,14.0,36.84070516730529,38.64717746178689,finetuned,True,apache-2.0,59.80830862112529,47.750107640063504,31.419939577039276,15.99552572706935,17.95052083333333,48.119828605200944,
meta-llama/Llama-3.3-70B-Instruct,2024-12-03,70.554,44.84747145129876,41.702624997574816,chat,True,llama3.3,89.97581971391463,56.561410788022194,48.338368580060425,10.514541387024613,15.565625,48.12906323877069,
T145/ZEUS-8B-V2L2,2024-12-03,8.03,29.93592636769453,26.580320874927367,chat,False,(缺失),80.2064078866297,32.0175092945529,20.166163141993955,6.599552572706939,8.583593750000002,32.042331560283685,
OpenScholar/Llama-3.1_OpenScholar-8B,2024-12-03,8.0,25.961332257431867,24.26120490015127,finetuned,True,apache-2.0,60.64010159709571,32.40392120448785,16.540785498489427,4.250559284116329,11.838802083333334,30.093823877068555,
sabersalehk/Llama3-001-300,2024-12-03,8.03,17.12107684025811,18.470264103770027,finetuned,True,mit,31.786437762913515,25.706819355250055,5.287009063444108,6.599552572706939,9.366145833333334,23.98049645390071,
sabersalehk/Llama3_01_300,2024-12-03,8.03,16.69882386756007,18.506070616757164,finetuned,True,mit,29.588270234089997,25.1552501785412,4.984894259818732,7.718120805369126,9.144531250000002,23.60187647754137,
arcee-ai/Virtuoso-Small,2024-12-03,14.77,40.53607757653,38.6548277959519,finetuned,True,apache-2.0,79.35211904413622,50.399846311899886,40.93655589123867,11.521252796420578,14.438281249999998,46.56841016548463,
jeffmeloy/Qwen2.5-7B-minperplexity-2,2024-12-03,7.0,30.04145905845039,30.552228832288684,chat,True,apache-2.0,50.9730847484674,36.89009035044375,30.13595166163142,8.165548098434002,16.907291666666666,37.1767878250591,
ahmeda335/13_outOf_32_pruned_layers_llama3.1-8b,2024-12-03,5.195,4.404258622194578,5.252597006890632,chat,True,apache-2.0,17.480728910402178,1.6778452402411428,0.0,1.230425055928408,4.60703125,1.4295212765957446,
sabersalehk/Llama3_001_200,2024-12-03,8.03,17.287940552816096,18.755533973350055,finetuned,True,mit,32.1836061649756,25.62556750692528,5.13595166163142,7.158836689038028,9.366145833333334,24.257535460992905,
Sicarius-Prototyping/Brainy_LLAMA,2024-12-04,8.03,24.22551281841119,24.096935633787393,finetuned,True,apache-2.0,52.042247902232745,30.294986762557475,13.36858006042296,8.501118568232664,9.491666666666667,31.654476950354614,
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,2024-12-04,7.242,8.04579774103192,8.634355030733348,merge,False,(缺失),30.65987136353764,5.885758837366411,1.5105740181268883,5.480984340044745,3.5481770833333326,1.1894208037825047,
ehristoforu/mllama-3.1-8b-it,2024-12-04,8.03,22.17760204557689,20.754061887549167,merge,False,(缺失),38.78819310540477,28.024833549561222,37.99093655589124,3.5794183445190177,6.658072916666668,18.02415780141844,
qingy2024/Qwen2.6-Math-14B-Instruct,2024-12-04,14.0,35.19645398109978,38.72003402273158,finetuned,True,apache-2.0,38.6231864785436,47.02211721984639,42.90030211480362,15.99552572706935,19.515104166666664,47.12248817966904,
shuttleai/shuttle-3,2024-12-04,72.706,46.70460730741495,46.990672466587625,finetuned,False,other,81.5403130360776,64.05301565117443,45.99697885196375,21.588366890380318,14.64427083333333,52.40469858156028,
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,2024-12-04,7.242,15.1139675375779,17.000428979299627,finetuned,False,(缺失),30.35512440325004,23.116920348203426,4.45619335347432,6.823266219239373,11.16796875,14.764332151300236,
qingy2024/Qwen2.6-14B-Instruct,2024-12-04,14.766,36.25438494517895,38.234996544992526,merge,False,(缺失),58.10970447302047,48.04794799002712,30.513595166163142,17.225950782997764,16.017187500000002,47.611923758865245,
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,2024-12-04,7.242,16.451680981130227,17.96626654204973,finetuned,False,(缺失),37.97634720319862,22.728636272258512,4.003021148036254,8.389261744966444,10.183593750000002,15.429225768321512,
newsbang/Homer-v1.0-Qwen2.5-7B,2024-12-04,7.616,32.62357604568507,31.50971573500199,finetuned,True,apache-2.0,63.92737935344884,37.81084749225178,33.23262839879154,9.61968680089485,11.877864583333334,39.27304964539008,
nothingiisreal/L3.1-8B-Celeste-V1.5,2024-12-04,8.03,26.172145831649967,22.5839985882249,chat,True,llama3.1,73.2671533752665,28.887966925667627,14.652567975830816,4.586129753914992,5.59140625,30.04765070921986,
cpayne1303/llama-43m-beta,2024-12-04,0.043,5.422628758277313,6.693179507594937,pretrained,True,apache-2.0,19.489066787235643,2.496047806835478,0.4531722054380665,2.460850111856823,6.401041666666668,1.2355939716312052,
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,2024-12-04,7.616,28.57363943059837,30.48309512483039,finetuned,True,apache-2.0,42.10295349672203,36.86336502529178,27.26586102719033,9.395973154362418,18.44296875,37.37071513002365,
abhishek/autotrain-0tmgq-5tpbg,2024-12-04,0.135,5.051545214400249,5.277052371902776,finetuned,False,other,19.51654942219977,4.419022545347729,1.283987915407855,1.230425055928408,2.263541666666667,1.595744680851063,
ehristoforu/mllama-3.1-8b-instruct,2024-12-04,8.03,20.35306209343201,18.593912018564687,merge,False,(缺失),34.57913890698901,26.370934099251983,37.764350453172206,2.684563758389265,3.683333333333334,17.036052009456267,
zelk12/MT2-Gen3-gemma-2-9B,2024-12-04,10.159,34.26447113111225,33.10823319981055,merge,False,(缺失),78.10066179958066,44.007274058843926,21.07250755287009,12.863534675615217,12.052083333333336,37.49076536643025,
Corianas/Quokka_2.7b,2024-12-05,2.786,4.995249580966088,5.922959807714619,finetuned,True,apache-2.0,17.490702447284317,3.1652676176883503,0.8308157099697886,0.7829977628635317,6.087499999999999,1.6142139479905429,
sumink/Qwenftmodel,2024-12-05,1.544,10.104913951155991,10.458286240662032,finetuned,False,other,17.290899258412125,14.041351651308329,8.91238670694864,0.8948545861297527,4.61484375,14.875147754137116,
T145/ZEUS-8B-V3,2024-12-05,8.03,29.6049284530603,27.33599119437571,chat,False,(缺失),78.86751596874072,32.108252109929126,16.76737160120846,9.61968680089485,9.1109375,31.15580673758865,
qingy2024/Fusion-14B-Instruct,2024-12-05,14.0,38.09742253326738,37.7194230693952,finetuned,False,(缺失),72.59770741632202,48.57983591380125,33.68580060422961,13.982102908277405,14.805208333333333,44.93388002364066,
djuna/MN-Chinofun-12B-3,2024-12-05,12.248,18.389453278031425,18.678850260524758,merge,False,(缺失),30.52744495715812,34.219196465449734,10.045317220543806,2.1252796420581683,10.907291666666667,22.51218971631205,
SicariusSicariiStuff/Impish_Mind_8B,2024-12-05,8.03,18.124203063482277,19.449413047674295,finetuned,True,llama3.1,31.791424531354583,24.562854114562622,10.498489425981871,7.270693512304249,8.969791666666671,25.65196513002364,
allknowingroger/Gemma2Slerp1-27B,2024-12-06,27.227,36.50763943363299,37.485286727739805,merge,True,apache-2.0,71.86332265056717,48.37766577055401,25.83081570996979,15.212527964205815,19.356510416666666,38.40499408983452,
allknowingroger/QwenSlerp4-14B,2024-12-06,14.766,38.79874440145977,40.16456645935524,merge,False,(缺失),63.275442492586336,49.38124012444703,36.933534743202415,16.33109619686801,17.58776041666667,49.28339243498819,
qingy2024/Fusion2-14B-Instruct,2024-12-06,14.766,35.25779713463195,36.04142744158518,finetuned,False,(缺失),60.64010159709571,44.76704383085473,31.268882175226587,12.639821029082771,17.223177083333326,45.00775709219858,
allknowingroger/QwenSlerp6-14B,2024-12-06,14.766,39.53457080924675,40.61037338905243,merge,True,apache-2.0,68.66846633598851,47.588316576052456,37.235649546827794,16.442953020134222,18.32109375,48.95094562647754,
